city,time,pm2_5,pm10,ozone
hyderabad,2025-12-13 05:00:00+00:00,24.4,26.8,136.0
hyderabad,2025-12-13 06:00:00+00:00,22.8,24.7,159.0
hyderabad,2025-12-13 07:00:00+00:00,23.0,24.7,169.0
hyderabad,2025-12-13 08:00:00+00:00,23.1,24.9,172.0
hyderabad,2025-12-13 09:00:00+00:00,23.1,24.8,170.0
hyderabad,2025-12-13 10:00:00+00:00,22.9,24.7,161.0
hyderabad,2025-12-13 11:00:00+00:00,23.2,24.9,145.0
hyderabad,2025-12-13 12:00:00+00:00,27.8,29.2,129.0
hyderabad,2025-12-13 13:00:00+00:00,34.1,35.5,110.0
hyderabad,2025-12-13 14:00:00+00:00,38.0,39.2,91.0
hyderabad,2025-12-13 15:00:00+00:00,39.8,41.2,77.0
hyderabad,2025-12-13 16:00:00+00:00,41.2,42.6,74.0
hyderabad,2025-12-13 17:00:00+00:00,42.6,44.0,77.0
hyderabad,2025-12-13 18:00:00+00:00,42.7,44.2,82.0
hyderabad,2025-12-13 19:00:00+00:00,42.1,43.7,88.0
hyderabad,2025-12-13 20:00:00+00:00,42.1,43.7,96.0
hyderabad,2025-12-13 21:00:00+00:00,42.8,44.4,102.0
hyderabad,2025-12-13 22:00:00+00:00,43.5,45.2,107.0
hyderabad,2025-12-13 23:00:00+00:00,44.4,45.9,111.0
hyderabad,2025-12-14 00:00:00+00:00,45.8,47.4,112.0
hyderabad,2025-12-14 01:00:00+00:00,50.1,51.6,108.0
hyderabad,2025-12-14 02:00:00+00:00,59.8,61.2,101.0
hyderabad,2025-12-14 03:00:00+00:00,52.7,53.8,102.0
hyderabad,2025-12-14 04:00:00+00:00,34.7,36.0,119.0
hyderabad,2025-12-14 05:00:00+00:00,31.5,32.9,143.0
hyderabad,2025-12-14 06:00:00+00:00,27.9,29.3,161.0
hyderabad,2025-12-14 07:00:00+00:00,26.6,28.0,168.0
hyderabad,2025-12-14 08:00:00+00:00,26.1,27.7,170.0
hyderabad,2025-12-14 09:00:00+00:00,26.0,27.6,166.0
hyderabad,2025-12-14 10:00:00+00:00,25.7,27.5,157.0
hyderabad,2025-12-14 11:00:00+00:00,26.0,27.8,142.0
hyderabad,2025-12-14 12:00:00+00:00,31.2,32.6,126.0
hyderabad,2025-12-14 13:00:00+00:00,38.1,39.6,107.0
hyderabad,2025-12-14 14:00:00+00:00,42.5,43.9,86.0
hyderabad,2025-12-14 15:00:00+00:00,45.6,47.0,72.0
hyderabad,2025-12-14 16:00:00+00:00,48.3,49.7,68.0
hyderabad,2025-12-14 17:00:00+00:00,49.9,51.3,71.0
hyderabad,2025-12-14 18:00:00+00:00,50.3,51.8,75.0
hyderabad,2025-12-14 19:00:00+00:00,49.9,51.5,80.0
hyderabad,2025-12-14 20:00:00+00:00,50.3,51.9,87.0
hyderabad,2025-12-14 21:00:00+00:00,51.0,52.7,93.0
hyderabad,2025-12-14 22:00:00+00:00,51.8,53.6,98.0
hyderabad,2025-12-14 23:00:00+00:00,52.6,54.4,102.0
hyderabad,2025-12-15 00:00:00+00:00,54.4,56.1,104.0
hyderabad,2025-12-15 01:00:00+00:00,59.3,61.0,101.0
hyderabad,2025-12-15 02:00:00+00:00,69.6,71.5,97.0
hyderabad,2025-12-15 03:00:00+00:00,58.0,59.1,101.0
hyderabad,2025-12-15 04:00:00+00:00,41.6,43.0,121.0
hyderabad,2025-12-15 05:00:00+00:00,36.9,38.3,148.0
hyderabad,2025-12-15 06:00:00+00:00,33.9,35.4,168.0
hyderabad,2025-12-15 07:00:00+00:00,32.6,34.2,174.0
hyderabad,2025-12-15 08:00:00+00:00,32.4,34.0,172.0
hyderabad,2025-12-15 09:00:00+00:00,32.2,34.0,167.0
hyderabad,2025-12-15 10:00:00+00:00,32.5,34.2,156.0
hyderabad,2025-12-15 11:00:00+00:00,33.3,35.0,142.0
hyderabad,2025-12-15 12:00:00+00:00,37.1,38.5,131.0
kolkata,2025-12-11 00:00:00+00:00,61.04,62.42,82.4
kolkata,2025-12-11 01:00:00+00:00,59.98,61.02,80.2
kolkata,2025-12-11 02:00:00+00:00,59.36,60.22,78.4
kolkata,2025-12-11 03:00:00+00:00,55.12,55.72,86.0
kolkata,2025-12-11 04:00:00+00:00,48.28,48.98,112.4
kolkata,2025-12-11 05:00:00+00:00,40.32,41.38,149.0
kolkata,2025-12-11 06:00:00+00:00,31.56,33.08,175.0
kolkata,2025-12-11 07:00:00+00:00,29.44,30.98,184.0
kolkata,2025-12-11 08:00:00+00:00,28.26,29.76,182.4
kolkata,2025-12-11 09:00:00+00:00,27.46,28.96,175.6
kolkata,2025-12-11 10:00:00+00:00,27.1,28.58,162.4
kolkata,2025-12-11 11:00:00+00:00,30.78,32.02,143.4
kolkata,2025-12-11 12:00:00+00:00,38.6,39.86,123.6
kolkata,2025-12-11 13:00:00+00:00,48.26,49.42,104.4
kolkata,2025-12-11 14:00:00+00:00,55.4,56.64,84.6
kolkata,2025-12-11 15:00:00+00:00,60.46,61.72,70.6
kolkata,2025-12-11 16:00:00+00:00,64.64,65.9,64.6
kolkata,2025-12-11 17:00:00+00:00,68.24,69.66,62.6
kolkata,2025-12-11 18:00:00+00:00,70.44,71.94,62.8
kolkata,2025-12-11 19:00:00+00:00,71.26,72.74,63.2
kolkata,2025-12-11 20:00:00+00:00,71.7,73.34,63.8
kolkata,2025-12-11 21:00:00+00:00,71.82,73.46,65.6
kolkata,2025-12-11 22:00:00+00:00,71.5,73.2,66.8
kolkata,2025-12-11 23:00:00+00:00,71.34,73.12,67.4
kolkata,2025-12-12 00:00:00+00:00,71.78,73.74,69.4
kolkata,2025-12-12 01:00:00+00:00,76.26,78.3,69.2
kolkata,2025-12-12 02:00:00+00:00,82.72,84.56,69.8
kolkata,2025-12-12 03:00:00+00:00,71.14,72.38,79.4
kolkata,2025-12-12 04:00:00+00:00,47.36,49.06,106.4
kolkata,2025-12-12 05:00:00+00:00,33.76,35.5,142.4
kolkata,2025-12-12 06:00:00+00:00,26.9,28.92,169.0
kolkata,2025-12-12 07:00:00+00:00,25.94,28.2,180.4
kolkata,2025-12-12 08:00:00+00:00,25.46,27.8,183.2
kolkata,2025-12-12 09:00:00+00:00,25.34,27.72,180.0
kolkata,2025-12-12 10:00:00+00:00,25.72,28.04,168.4
kolkata,2025-12-12 11:00:00+00:00,29.28,31.38,151.0
kolkata,2025-12-12 12:00:00+00:00,37.32,39.2,132.2
kolkata,2025-12-12 13:00:00+00:00,46.6,48.5,112.6
kolkata,2025-12-12 14:00:00+00:00,53.56,55.54,92.6
kolkata,2025-12-12 15:00:00+00:00,58.78,60.68,77.6
kolkata,2025-12-12 16:00:00+00:00,62.74,64.88,71.2
kolkata,2025-12-12 17:00:00+00:00,66.32,68.62,69.8
kolkata,2025-12-12 18:00:00+00:00,67.82,70.2,70.4
kolkata,2025-12-12 19:00:00+00:00,67.62,70.26,72.0
kolkata,2025-12-12 20:00:00+00:00,67.96,70.58,75.0
kolkata,2025-12-12 21:00:00+00:00,68.62,71.42,77.6
kolkata,2025-12-12 22:00:00+00:00,69.66,72.68,79.2
kolkata,2025-12-12 23:00:00+00:00,71.14,74.24,79.8
kolkata,2025-12-13 00:00:00+00:00,72.26,75.52,81.2
kolkata,2025-12-13 01:00:00+00:00,76.22,79.56,81.6
kolkata,2025-12-13 02:00:00+00:00,81.4,84.64,83.8
kolkata,2025-12-13 03:00:00+00:00,72.68,75.04,92.2
kolkata,2025-12-13 04:00:00+00:00,46.52,49.04,115.8
kolkata,2025-12-13 05:00:00+00:00,33.16,35.36,145.8
kolkata,2025-12-13 06:00:00+00:00,27.66,29.5,169.2
kolkata,2025-12-13 07:00:00+00:00,27.04,28.74,179.8
kolkata,2025-12-13 08:00:00+00:00,26.82,28.66,182.8
kolkata,2025-12-13 09:00:00+00:00,26.66,28.46,180.0
kolkata,2025-12-13 10:00:00+00:00,26.52,28.38,168.6
kolkata,2025-12-13 11:00:00+00:00,29.32,31.02,149.8
kolkata,2025-12-13 12:00:00+00:00,37.46,38.92,131.2
kolkata,2025-12-13 13:00:00+00:00,45.68,47.16,111.2
kolkata,2025-12-13 14:00:00+00:00,50.84,52.12,91.6
kolkata,2025-12-13 15:00:00+00:00,53.22,54.76,77.0
kolkata,2025-12-13 16:00:00+00:00,55.08,56.76,72.4
kolkata,2025-12-13 17:00:00+00:00,56.8,58.58,73.4
kolkata,2025-12-13 18:00:00+00:00,56.84,58.78,76.4
kolkata,2025-12-13 19:00:00+00:00,56.26,58.34,80.4
kolkata,2025-12-13 20:00:00+00:00,56.18,58.2,86.2
kolkata,2025-12-13 21:00:00+00:00,56.54,58.62,90.6
kolkata,2025-12-13 22:00:00+00:00,57.06,59.16,93.6
kolkata,2025-12-13 23:00:00+00:00,57.92,59.9,96.0
kolkata,2025-12-14 00:00:00+00:00,59.6,61.66,97.6
kolkata,2025-12-14 01:00:00+00:00,64.86,66.98,98.0
kolkata,2025-12-14 02:00:00+00:00,72.34,74.3,97.6
kolkata,2025-12-14 03:00:00+00:00,63.34,64.74,104.0
kolkata,2025-12-14 04:00:00+00:00,44.62,46.12,123.8
kolkata,2025-12-14 05:00:00+00:00,36.86,38.62,149.6
kolkata,2025-12-14 06:00:00+00:00,31.12,32.96,169.0
kolkata,2025-12-14 07:00:00+00:00,29.1,31.02,177.4
kolkata,2025-12-14 08:00:00+00:00,28.58,30.68,180.2
kolkata,2025-12-14 09:00:00+00:00,28.52,30.64,176.2
kolkata,2025-12-14 10:00:00+00:00,28.52,30.78,165.6
kolkata,2025-12-14 11:00:00+00:00,33.14,35.28,148.6
kolkata,2025-12-14 12:00:00+00:00,42.84,44.66,130.4
kolkata,2025-12-14 13:00:00+00:00,53.26,55.14,110.0
kolkata,2025-12-14 14:00:00+00:00,60.64,62.4,87.8
kolkata,2025-12-14 15:00:00+00:00,65.54,67.3,72.4
kolkata,2025-12-14 16:00:00+00:00,69.18,71.06,66.8
kolkata,2025-12-14 17:00:00+00:00,71.02,73.18,68.2
kolkata,2025-12-14 18:00:00+00:00,70.98,73.3,70.4
kolkata,2025-12-14 19:00:00+00:00,70.18,72.58,73.4
kolkata,2025-12-14 20:00:00+00:00,70.32,72.72,78.4
kolkata,2025-12-14 21:00:00+00:00,71.16,73.64,82.4
kolkata,2025-12-14 22:00:00+00:00,72.36,74.92,84.6
kolkata,2025-12-14 23:00:00+00:00,73.38,75.84,85.8
kolkata,2025-12-15 00:00:00+00:00,74.82,77.2,88.0
kolkata,2025-12-15 01:00:00+00:00,79.86,82.32,90.2
kolkata,2025-12-15 02:00:00+00:00,86.98,89.52,94.2
kolkata,2025-12-15 03:00:00+00:00,71.74,73.26,104.2
kolkata,2025-12-15 04:00:00+00:00,52.32,54.06,126.4
kolkata,2025-12-15 05:00:00+00:00,40.92,42.8,154.0
kolkata,2025-12-15 06:00:00+00:00,34.74,36.78,174.6
kolkata,2025-12-15 07:00:00+00:00,33.18,35.32,182.2
kolkata,2025-12-15 08:00:00+00:00,33.0,35.12,181.6
kolkata,2025-12-15 09:00:00+00:00,32.82,35.06,176.8
kolkata,2025-12-15 10:00:00+00:00,33.24,35.36,163.6
kolkata,2025-12-15 11:00:00+00:00,37.04,38.98,146.0
kolkata,2025-12-15 12:00:00+00:00,44.9,46.58,132.4
mumbai,2025-12-11 00:00:00+00:00,29.74,30.46,78.8
mumbai,2025-12-11 01:00:00+00:00,29.16,29.74,73.4
mumbai,2025-12-11 02:00:00+00:00,30.6,31.04,68.0
mumbai,2025-12-11 03:00:00+00:00,28.92,29.18,73.6
mumbai,2025-12-11 04:00:00+00:00,25.12,25.36,100.8
mumbai,2025-12-11 05:00:00+00:00,22.74,23.06,139.8
mumbai,2025-12-11 06:00:00+00:00,21.16,21.48,170.0
mumbai,2025-12-11 07:00:00+00:00,21.08,21.32,186.4
mumbai,2025-12-11 08:00:00+00:00,22.04,22.28,193.6
mumbai,2025-12-11 09:00:00+00:00,21.9,22.18,193.0
mumbai,2025-12-11 10:00:00+00:00,21.24,21.66,180.2
mumbai,2025-12-11 11:00:00+00:00,20.42,20.88,158.8
mumbai,2025-12-11 12:00:00+00:00,21.58,21.98,137.0
mumbai,2025-12-11 13:00:00+00:00,24.68,25.14,117.8
mumbai,2025-12-11 14:00:00+00:00,26.9,27.46,98.4
mumbai,2025-12-11 15:00:00+00:00,28.96,29.48,84.6
mumbai,2025-12-11 16:00:00+00:00,31.34,31.82,77.8
mumbai,2025-12-11 17:00:00+00:00,34.0,34.6,75.0
mumbai,2025-12-11 18:00:00+00:00,35.92,36.54,74.0
mumbai,2025-12-11 19:00:00+00:00,35.94,36.6,73.4
mumbai,2025-12-11 20:00:00+00:00,35.72,36.54,73.4
mumbai,2025-12-11 21:00:00+00:00,35.68,36.5,74.2
mumbai,2025-12-11 22:00:00+00:00,35.2,36.2,75.2
mumbai,2025-12-11 23:00:00+00:00,34.92,36.0,75.6
mumbai,2025-12-12 00:00:00+00:00,35.02,36.26,75.4
mumbai,2025-12-12 01:00:00+00:00,38.06,39.38,68.8
mumbai,2025-12-12 02:00:00+00:00,45.56,46.86,60.8
mumbai,2025-12-12 03:00:00+00:00,41.12,42.04,65.8
mumbai,2025-12-12 04:00:00+00:00,27.74,28.82,94.2
mumbai,2025-12-12 05:00:00+00:00,24.02,25.12,135.6
mumbai,2025-12-12 06:00:00+00:00,22.98,24.32,169.0
mumbai,2025-12-12 07:00:00+00:00,23.68,25.26,190.0
mumbai,2025-12-12 08:00:00+00:00,25.06,26.72,204.2
mumbai,2025-12-12 09:00:00+00:00,27.64,29.42,208.6
mumbai,2025-12-12 10:00:00+00:00,25.54,27.34,198.2
mumbai,2025-12-12 11:00:00+00:00,25.4,27.16,178.0
mumbai,2025-12-12 12:00:00+00:00,27.94,29.5,156.2
mumbai,2025-12-12 13:00:00+00:00,31.66,33.32,133.8
mumbai,2025-12-12 14:00:00+00:00,34.5,36.26,110.6
mumbai,2025-12-12 15:00:00+00:00,36.82,38.54,93.0
mumbai,2025-12-12 16:00:00+00:00,38.66,40.6,85.4
mumbai,2025-12-12 17:00:00+00:00,41.54,43.6,83.6
mumbai,2025-12-12 18:00:00+00:00,43.86,45.94,83.4
mumbai,2025-12-12 19:00:00+00:00,44.42,46.72,83.4
mumbai,2025-12-12 20:00:00+00:00,45.1,47.44,84.2
mumbai,2025-12-12 21:00:00+00:00,45.78,48.18,85.2
mumbai,2025-12-12 22:00:00+00:00,46.4,49.02,86.6
mumbai,2025-12-12 23:00:00+00:00,47.0,49.7,87.6
mumbai,2025-12-13 00:00:00+00:00,47.46,50.32,87.4
mumbai,2025-12-13 01:00:00+00:00,49.98,52.92,81.6
mumbai,2025-12-13 02:00:00+00:00,57.06,60.1,75.6
mumbai,2025-12-13 03:00:00+00:00,54.04,56.2,79.8
mumbai,2025-12-13 04:00:00+00:00,34.74,37.08,105.8
mumbai,2025-12-13 05:00:00+00:00,29.48,31.5,142.4
mumbai,2025-12-13 06:00:00+00:00,28.14,29.78,174.0
mumbai,2025-12-13 07:00:00+00:00,29.3,30.82,196.0
mumbai,2025-12-13 08:00:00+00:00,32.12,33.76,212.2
mumbai,2025-12-13 09:00:00+00:00,32.36,33.9,218.0
mumbai,2025-12-13 10:00:00+00:00,30.52,32.14,207.4
mumbai,2025-12-13 11:00:00+00:00,29.24,30.86,184.4
mumbai,2025-12-13 12:00:00+00:00,32.28,33.68,161.2
mumbai,2025-12-13 13:00:00+00:00,35.76,37.16,136.6
mumbai,2025-12-13 14:00:00+00:00,37.6,38.9,111.6
mumbai,2025-12-13 15:00:00+00:00,38.38,39.82,92.4
mumbai,2025-12-13 16:00:00+00:00,39.36,40.78,85.2
mumbai,2025-12-13 17:00:00+00:00,41.0,42.38,84.6
mumbai,2025-12-13 18:00:00+00:00,41.8,43.2,86.0
mumbai,2025-12-13 19:00:00+00:00,41.88,43.34,88.2
mumbai,2025-12-13 20:00:00+00:00,42.14,43.58,92.4
mumbai,2025-12-13 21:00:00+00:00,42.78,44.2,95.4
mumbai,2025-12-13 22:00:00+00:00,43.42,44.92,98.0
mumbai,2025-12-13 23:00:00+00:00,44.14,45.48,100.2
mumbai,2025-12-14 00:00:00+00:00,45.16,46.6,100.0
mumbai,2025-12-14 01:00:00+00:00,48.56,49.92,95.0
mumbai,2025-12-14 02:00:00+00:00,56.88,58.14,87.6
mumbai,2025-12-14 03:00:00+00:00,51.78,52.8,90.0
mumbai,2025-12-14 04:00:00+00:00,37.52,38.72,110.0
mumbai,2025-12-14 05:00:00+00:00,34.98,36.3,138.6
mumbai,2025-12-14 06:00:00+00:00,32.4,33.74,163.8
mumbai,2025-12-14 07:00:00+00:00,32.9,34.26,182.8
mumbai,2025-12-14 08:00:00+00:00,34.98,36.5,199.2
mumbai,2025-12-14 09:00:00+00:00,35.7,37.22,205.2
mumbai,2025-12-14 10:00:00+00:00,34.52,36.2,198.0
mumbai,2025-12-14 11:00:00+00:00,33.46,35.14,180.8
mumbai,2025-12-14 12:00:00+00:00,37.12,38.46,161.8
mumbai,2025-12-14 13:00:00+00:00,41.78,43.28,140.6
mumbai,2025-12-14 14:00:00+00:00,44.22,45.7,117.2
mumbai,2025-12-14 15:00:00+00:00,45.74,47.24,100.0
mumbai,2025-12-14 16:00:00+00:00,47.04,48.54,92.2
mumbai,2025-12-14 17:00:00+00:00,47.68,49.12,91.0
mumbai,2025-12-14 18:00:00+00:00,47.46,48.92,90.8
mumbai,2025-12-14 19:00:00+00:00,46.7,48.2,91.8
mumbai,2025-12-14 20:00:00+00:00,46.86,48.36,94.8
mumbai,2025-12-14 21:00:00+00:00,47.58,49.14,97.2
mumbai,2025-12-14 22:00:00+00:00,48.42,50.08,98.6
mumbai,2025-12-14 23:00:00+00:00,49.4,51.02,99.2
mumbai,2025-12-15 00:00:00+00:00,51.12,52.64,98.8
mumbai,2025-12-15 01:00:00+00:00,55.38,56.9,93.8
mumbai,2025-12-15 02:00:00+00:00,64.48,66.18,88.4
mumbai,2025-12-15 03:00:00+00:00,56.22,57.3,93.0
mumbai,2025-12-15 04:00:00+00:00,43.8,45.12,116.2
mumbai,2025-12-15 05:00:00+00:00,40.2,41.56,148.6
mumbai,2025-12-15 06:00:00+00:00,38.0,39.44,175.4
mumbai,2025-12-15 07:00:00+00:00,37.6,39.14,191.8
mumbai,2025-12-15 08:00:00+00:00,39.76,41.3,202.0
mumbai,2025-12-15 09:00:00+00:00,40.7,42.38,204.2
mumbai,2025-12-15 10:00:00+00:00,39.96,41.6,191.4
mumbai,2025-12-15 11:00:00+00:00,38.26,39.92,170.6
mumbai,2025-12-15 12:00:00+00:00,39.88,41.32,154.4
